id,text
948,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 44 sold_qty: 28 percent_sold: 63.6 price_dropped: True reason: Low sales – EOD markdown
949,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 60 sold_qty: 47 percent_sold: 78.3 price_dropped: True reason: Low sales – EOD markdown
950,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 51 sold_qty: 44 percent_sold: 86.3 price_dropped: True reason: Low sales – EOD markdown
951,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 54 sold_qty: 31 percent_sold: 57.4 price_dropped: True reason: Low sales – EOD markdown
952,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 38 sold_qty: 48 percent_sold: 126.3 price_dropped: True reason: Low sales – EOD markdown
953,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 59 sold_qty: 46 percent_sold: 78.0 price_dropped: True reason: Low sales – EOD markdown
954,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 51 sold_qty: 43 percent_sold: 84.3 price_dropped: True reason: Low sales – EOD markdown
955,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 51 sold_qty: 27 percent_sold: 52.9 price_dropped: True reason: Low sales – EOD markdown
956,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 35 sold_qty: 55 percent_sold: 157.1 price_dropped: True reason: Low sales – EOD markdown
957,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 44 sold_qty: 40 percent_sold: 90.9 price_dropped: True reason: Low sales – EOD markdown
958,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 49 sold_qty: 37 percent_sold: 75.5 price_dropped: True reason: Low sales – EOD markdown
959,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 36 sold_qty: 50 percent_sold: 138.9 price_dropped: True reason: Low sales – EOD markdown
960,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 36 sold_qty: 27 percent_sold: 75.0 price_dropped: True reason: Low sales – EOD markdown
961,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 39 sold_qty: 50 percent_sold: 128.2 price_dropped: True reason: Low sales – EOD markdown
962,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 35 sold_qty: 49 percent_sold: 140.0 price_dropped: True reason: Low sales – EOD markdown
963,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 42 sold_qty: 25 percent_sold: 59.5 price_dropped: True reason: Low sales – EOD markdown
964,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 60 sold_qty: 42 percent_sold: 70.0 price_dropped: True reason: Low sales – EOD markdown
965,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 44 sold_qty: 28 percent_sold: 63.6 price_dropped: True reason: Low sales – EOD markdown
966,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 35 sold_qty: 33 percent_sold: 94.3 price_dropped: True reason: Low sales – EOD markdown
967,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 39 sold_qty: 52 percent_sold: 133.3 price_dropped: True reason: Low sales – EOD markdown
968,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 43 sold_qty: 43 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
969,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 57 sold_qty: 34 percent_sold: 59.6 price_dropped: True reason: Low sales – EOD markdown
970,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 59 sold_qty: 32 percent_sold: 54.2 price_dropped: True reason: Low sales – EOD markdown
971,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 36 sold_qty: 28 percent_sold: 77.8 price_dropped: True reason: Low sales – EOD markdown
972,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 44 sold_qty: 47 percent_sold: 106.8 price_dropped: True reason: Low sales – EOD markdown
973,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 51 sold_qty: 49 percent_sold: 96.1 price_dropped: True reason: Low sales – EOD markdown
974,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 55 sold_qty: 49 percent_sold: 89.1 price_dropped: True reason: Low sales – EOD markdown
975,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 36 sold_qty: 45 percent_sold: 125.0 price_dropped: True reason: Low sales – EOD markdown
976,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 35 sold_qty: 44 percent_sold: 125.7 price_dropped: True reason: Low sales – EOD markdown
977,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 38 sold_qty: 26 percent_sold: 68.4 price_dropped: True reason: Low sales – EOD markdown
978,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 59 sold_qty: 32 percent_sold: 54.2 price_dropped: True reason: Low sales – EOD markdown
979,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 37 sold_qty: 44 percent_sold: 118.9 price_dropped: True reason: Low sales – EOD markdown
980,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 30 sold_qty: 26 percent_sold: 86.7 price_dropped: True reason: Low sales – EOD markdown
981,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 41 sold_qty: 23 percent_sold: 56.1 price_dropped: True reason: Low sales – EOD markdown
982,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 58 sold_qty: 35 percent_sold: 60.3 price_dropped: True reason: Low sales – EOD markdown
983,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 57 sold_qty: 27 percent_sold: 47.4 price_dropped: True reason: Low sales – EOD markdown
984,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 59 sold_qty: 24 percent_sold: 40.7 price_dropped: True reason: Low sales – EOD markdown
985,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 36 sold_qty: 21 percent_sold: 58.3 price_dropped: True reason: Low sales – EOD markdown
986,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 39 sold_qty: 47 percent_sold: 120.5 price_dropped: True reason: Low sales – EOD markdown
987,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 38 sold_qty: 51 percent_sold: 134.2 price_dropped: True reason: Low sales – EOD markdown
988,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 49 sold_qty: 46 percent_sold: 93.9 price_dropped: True reason: Low sales – EOD markdown
989,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 44 sold_qty: 39 percent_sold: 88.6 price_dropped: True reason: Low sales – EOD markdown
990,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 55 sold_qty: 43 percent_sold: 78.2 price_dropped: True reason: Low sales – EOD markdown
991,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 30 sold_qty: 38 percent_sold: 126.7 price_dropped: True reason: Low sales – EOD markdown
992,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 49 sold_qty: 31 percent_sold: 63.3 price_dropped: True reason: Low sales – EOD markdown
993,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 51 sold_qty: 35 percent_sold: 68.6 price_dropped: True reason: Low sales – EOD markdown
994,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 33 sold_qty: 41 percent_sold: 124.2 price_dropped: True reason: Low sales – EOD markdown
995,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 30 sold_qty: 42 percent_sold: 140.0 price_dropped: True reason: Low sales – EOD markdown
996,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 45 sold_qty: 39 percent_sold: 86.7 price_dropped: True reason: Low sales – EOD markdown
997,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 45 sold_qty: 33 percent_sold: 73.3 price_dropped: True reason: Low sales – EOD markdown
998,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 33 sold_qty: 32 percent_sold: 97.0 price_dropped: True reason: Low sales – EOD markdown
999,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 53 sold_qty: 34 percent_sold: 64.2 price_dropped: True reason: Low sales – EOD markdown
1000,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 31 sold_qty: 40 percent_sold: 129.0 price_dropped: True reason: Low sales – EOD markdown
1001,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 40 sold_qty: 39 percent_sold: 97.5 price_dropped: True reason: Low sales – EOD markdown
1002,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 38 sold_qty: 29 percent_sold: 76.3 price_dropped: True reason: Low sales – EOD markdown
1003,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 37 sold_qty: 42 percent_sold: 113.5 price_dropped: True reason: Low sales – EOD markdown
1004,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 45 sold_qty: 42 percent_sold: 93.3 price_dropped: True reason: Low sales – EOD markdown
1005,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 33 sold_qty: 45 percent_sold: 136.4 price_dropped: True reason: Low sales – EOD markdown
1006,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 35 sold_qty: 30 percent_sold: 85.7 price_dropped: True reason: Low sales – EOD markdown
1007,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 35 sold_qty: 39 percent_sold: 111.4 price_dropped: True reason: Low sales – EOD markdown
1008,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 42 sold_qty: 48 percent_sold: 114.3 price_dropped: True reason: Low sales – EOD markdown
1009,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 39 sold_qty: 37 percent_sold: 94.9 price_dropped: True reason: Low sales – EOD markdown
1010,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 37 sold_qty: 34 percent_sold: 91.9 price_dropped: True reason: Low sales – EOD markdown
1011,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 52 sold_qty: 41 percent_sold: 78.8 price_dropped: True reason: Low sales – EOD markdown
1012,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 49 sold_qty: 46 percent_sold: 93.9 price_dropped: True reason: Low sales – EOD markdown
1013,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 35 sold_qty: 20 percent_sold: 57.1 price_dropped: True reason: Low sales – EOD markdown
1014,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 32 sold_qty: 46 percent_sold: 143.8 price_dropped: True reason: Low sales – EOD markdown
1015,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 31 sold_qty: 26 percent_sold: 83.9 price_dropped: True reason: Low sales – EOD markdown
1016,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 55 sold_qty: 47 percent_sold: 85.5 price_dropped: True reason: Low sales – EOD markdown
1017,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 52 sold_qty: 40 percent_sold: 76.9 price_dropped: True reason: Low sales – EOD markdown
1018,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 37 sold_qty: 38 percent_sold: 102.7 price_dropped: True reason: Low sales – EOD markdown
1019,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 33 sold_qty: 42 percent_sold: 127.3 price_dropped: True reason: Low sales – EOD markdown
1020,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 58 sold_qty: 43 percent_sold: 74.1 price_dropped: True reason: Low sales – EOD markdown
1021,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 55 sold_qty: 55 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1022,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 51 sold_qty: 33 percent_sold: 64.7 price_dropped: True reason: Low sales – EOD markdown
1023,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 39 sold_qty: 32 percent_sold: 82.1 price_dropped: True reason: Low sales – EOD markdown
1024,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 39 sold_qty: 25 percent_sold: 64.1 price_dropped: True reason: Low sales – EOD markdown
1025,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 59 sold_qty: 41 percent_sold: 69.5 price_dropped: True reason: Low sales – EOD markdown
1026,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 49 sold_qty: 40 percent_sold: 81.6 price_dropped: True reason: Low sales – EOD markdown
1027,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 36 sold_qty: 51 percent_sold: 141.7 price_dropped: True reason: Low sales – EOD markdown
1028,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 52 sold_qty: 49 percent_sold: 94.2 price_dropped: True reason: Low sales – EOD markdown
1029,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 59 sold_qty: 26 percent_sold: 44.1 price_dropped: True reason: Low sales – EOD markdown
1030,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 49 sold_qty: 42 percent_sold: 85.7 price_dropped: True reason: Low sales – EOD markdown
1031,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 38 sold_qty: 28 percent_sold: 73.7 price_dropped: True reason: Low sales – EOD markdown
1032,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 46 sold_qty: 35 percent_sold: 76.1 price_dropped: True reason: Low sales – EOD markdown
1033,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 59 sold_qty: 24 percent_sold: 40.7 price_dropped: True reason: Low sales – EOD markdown
1034,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 33 sold_qty: 54 percent_sold: 163.6 price_dropped: True reason: Low sales – EOD markdown
1035,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 37 sold_qty: 31 percent_sold: 83.8 price_dropped: True reason: Low sales – EOD markdown
1036,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 37 sold_qty: 29 percent_sold: 78.4 price_dropped: True reason: Low sales – EOD markdown
1037,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 51 sold_qty: 30 percent_sold: 58.8 price_dropped: True reason: Low sales – EOD markdown
1038,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 48 sold_qty: 45 percent_sold: 93.8 price_dropped: True reason: Low sales – EOD markdown
1039,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 38 sold_qty: 33 percent_sold: 86.8 price_dropped: True reason: Low sales – EOD markdown
1040,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 34 sold_qty: 48 percent_sold: 141.2 price_dropped: True reason: Low sales – EOD markdown
1041,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 59 sold_qty: 47 percent_sold: 79.7 price_dropped: True reason: Low sales – EOD markdown
1042,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 54 sold_qty: 36 percent_sold: 66.7 price_dropped: True reason: Low sales – EOD markdown
1043,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 35 sold_qty: 44 percent_sold: 125.7 price_dropped: True reason: Low sales – EOD markdown
1044,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 53 sold_qty: 30 percent_sold: 56.6 price_dropped: True reason: Low sales – EOD markdown
1045,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 54 sold_qty: 43 percent_sold: 79.6 price_dropped: True reason: Low sales – EOD markdown
1046,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 47 sold_qty: 43 percent_sold: 91.5 price_dropped: True reason: Low sales – EOD markdown
1047,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 36 sold_qty: 20 percent_sold: 55.6 price_dropped: True reason: Low sales – EOD markdown
1048,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 47 sold_qty: 47 percent_sold: 100.0 price_dropped: True reason: Low sales – EOD markdown
1049,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 58 sold_qty: 35 percent_sold: 60.3 price_dropped: True reason: Low sales – EOD markdown
1050,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 33 sold_qty: 49 percent_sold: 148.5 price_dropped: True reason: Low sales – EOD markdown
1051,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 52 sold_qty: 44 percent_sold: 84.6 price_dropped: True reason: Low sales – EOD markdown
1052,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 52 sold_qty: 39 percent_sold: 75.0 price_dropped: True reason: Low sales – EOD markdown
1053,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 54 sold_qty: 27 percent_sold: 50.0 price_dropped: True reason: Low sales – EOD markdown
1054,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 60 sold_qty: 31 percent_sold: 51.7 price_dropped: True reason: Low sales – EOD markdown
1055,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 34 sold_qty: 51 percent_sold: 150.0 price_dropped: True reason: Low sales – EOD markdown
1056,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 58 sold_qty: 28 percent_sold: 48.3 price_dropped: True reason: Low sales – EOD markdown
1057,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 54 sold_qty: 43 percent_sold: 79.6 price_dropped: True reason: Low sales – EOD markdown
1058,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 41 sold_qty: 27 percent_sold: 65.9 price_dropped: True reason: Low sales – EOD markdown
1059,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 58 sold_qty: 27 percent_sold: 46.6 price_dropped: True reason: Low sales – EOD markdown
1060,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 1 dish_name: Butter Chicken forecast_qty: 40 sold_qty: 38 percent_sold: 95.0 price_dropped: True reason: Low sales – EOD markdown
1061,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 60 sold_qty: 46 percent_sold: 76.7 price_dropped: True reason: Low sales – EOD markdown
1062,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 3 dish_name: Salmon Salad forecast_qty: 54 sold_qty: 35 percent_sold: 64.8 price_dropped: True reason: Low sales – EOD markdown
1063,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 52 sold_qty: 43 percent_sold: 82.7 price_dropped: True reason: Low sales – EOD markdown
1064,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 41 sold_qty: 36 percent_sold: 87.8 price_dropped: True reason: Low sales – EOD markdown
1065,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 6 dish_name: Biryani forecast_qty: 38 sold_qty: 37 percent_sold: 97.4 price_dropped: True reason: Low sales – EOD markdown
1066,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 42 sold_qty: 43 percent_sold: 102.4 price_dropped: True reason: Low sales – EOD markdown
1067,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 8 dish_name: Coconut Curry forecast_qty: 59 sold_qty: 31 percent_sold: 52.5 price_dropped: True reason: Low sales – EOD markdown
1068,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 9 dish_name: Veg Risotto forecast_qty: 56 sold_qty: 38 percent_sold: 67.9 price_dropped: True reason: Low sales – EOD markdown
1069,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 1 dish_id: 10 dish_name: Paneer Tikka forecast_qty: 44 sold_qty: 43 percent_sold: 97.7 price_dropped: True reason: Low sales – EOD markdown
1070,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 1 dish_name: Butter Chicken forecast_qty: 55 sold_qty: 40 percent_sold: 72.7 price_dropped: True reason: Low sales – EOD markdown
1071,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 2 dish_name: Tofu Stir Fry forecast_qty: 55 sold_qty: 39 percent_sold: 70.9 price_dropped: True reason: Low sales – EOD markdown
1072,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 3 dish_name: Salmon Salad forecast_qty: 44 sold_qty: 24 percent_sold: 54.5 price_dropped: True reason: Low sales – EOD markdown
1073,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 4 dish_name: Chicken Teriyaki forecast_qty: 40 sold_qty: 32 percent_sold: 80.0 price_dropped: True reason: Low sales – EOD markdown
1074,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 5 dish_name: Spicy Ramen forecast_qty: 49 sold_qty: 31 percent_sold: 63.3 price_dropped: True reason: Low sales – EOD markdown
1075,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 6 dish_name: Biryani forecast_qty: 31 sold_qty: 41 percent_sold: 132.3 price_dropped: True reason: Low sales – EOD markdown
1076,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 7 dish_name: Bulgogi Bowl forecast_qty: 44 sold_qty: 41 percent_sold: 93.2 price_dropped: True reason: Low sales – EOD markdown
1077,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 8 dish_name: Coconut Curry forecast_qty: 39 sold_qty: 41 percent_sold: 105.1 price_dropped: True reason: Low sales – EOD markdown
1078,passage: date: YYYY-00-DD 00:00:SS restaurant_id: 2 dish_id: 9 dish_name: Veg Risotto forecast_qty: 49 sold_qty: 25 percent_sold: 51.0 price_dropped: True reason: Low sales – EOD markdown
