date,restaurant_id,dish_id,dish_name,order_type,quantity,unit_price,sales
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,18,17.97,268.02
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,20,15.32,243.4
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,10,9.44,92.7
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,19,9.29,285.95
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,8,14.94,100.4
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,6,15.46,104.64
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,8,14.02,96.72
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,8,11.7,87.2
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,9,9.18,99.45
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,14,10.94,115.92
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,9,9.42,125.1
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,6,17.37,66.3
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,11,9.83,169.4
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,5,9.22,57.45
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,6,12.18,82.38
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,19,17,300.39
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,20,16.34,326.8
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,9,15.62,117.45
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,19,14.67,180.31
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,15,8.89,213.75
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,18,11.87,306
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,6,17.58,101.4
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,13,14.46,216.58
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,5,13.72,79.8
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,14,13.61,129.36
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,7,9.92,99.33
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,6,17.57,79.32
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,20,13.03,163.8
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,10,17.62,107.5
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,11,10.45,165.66
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,19,8.85,253.46
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,15,12.02,126.75
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,5,11.4,49.05
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,15,11.82,133.65
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,8,13.42,86.8
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,10,10.56,89
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,18,14.79,154.62
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,15,9.81,226.95
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,14,11.9,156.8
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,15,10.58,261.3
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,8,8.52,83.2
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,12,12.93,186.24
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,8,10.69,89.44
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,18,8.65,149.22
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,12,17.14,98.28
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,8,10.46,108.4
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,9,11.05,108.63
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,7,16.46,91
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,9,11.73,160.65
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,12,13.38,146.88
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,19,8.42,306.47
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,14,14.53,135.38
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,6,17.34,76.92
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,13,16.39,153.4
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,11,13.85,144.1
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,6,9.61,80.04
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,7,11.01,83.65
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,9,15.25,161.91
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,18,10.11,234.9
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,15,16.84,261.75
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,13,17.8,196.04
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,13,10.46,231.79
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,15,10.11,263.85
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,5,17.14,46.7
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,5,14.09,40.2
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,5,14.73,60.65
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,20,15.62,267.6
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,7,13.39,118.51
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,19,14.72,219.07
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,17,16.27,196.86
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,10,16.39,161.2
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,5,9.25,58.5
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,19,8.09,293.17
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,13,14.81,196.17
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,11,8.9,155.43
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,12,10.34,155.28
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,16,8.37,206.88
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,11,8.07,196.24
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,17,9.11,183.09
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,20,9.7,198.8
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,10,8.65,92.8
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,9,10.6,123.3
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,12,16.81,183.48
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,13,9.92,192.14
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,13,14.81,218.79
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,5,17.38,72.05
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,6,16.54,67.38
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,18,10.74,266.4
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,19,12.96,250.23
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,6,16.84,61.5
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,18,13.32,200.88
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,17,9.95,149.94
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,5,17.9,51.3
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,18,17.58,309.06
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,11,9.64,122.21
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,8,8.28,98.56
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,15,16.41,157.05
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,20,10.38,228.2
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,6,16.22,79.2
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,7,15.76,99.4
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,8,14.25,110.32
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,7,17.75,120.19
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,15,16.9,223.95
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,9,8.62,144.18
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,6,11.01,85.56
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,8,14.78,108.72
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,14,16.5,168.28
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,18,10.33,252
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,5,12.53,63.2
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,18,16.8,255.42
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,15,14.51,221.4
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,19,13.17,263.72
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,8,9.03,111.6
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,7,13.93,114.87
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,9,14.37,95.04
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,18,12.81,255.78
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,10,10.43,159.7
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,9,11.12,111.24
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,16,11.11,269.6
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,9,9.47,99.81
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,14,11.69,113.12
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,9,8.57,117.63
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,6,12.22,59.7
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,11,15.85,125.62
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,20,14.95,356.4
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,15,16.52,204.9
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,14,12.19,134.68
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,19,16.76,325.09
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,20,10.19,160.8
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,12,12.67,121.56
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,20,15.35,350.6
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,15,16.07,176.4
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,10,16.26,80.7
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,5,8.74,41.5
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,8,9.42,99.2
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,16,8.44,132.8
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,11,10.84,112.09
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,13,15.19,148.2
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,12,9.79,98.52
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,13,17.11,106.73
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,9,11.79,142.83
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,15,17.36,165.75
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,12,11.7,140.64
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,10,17.41,177.7
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,18,16.78,155.7
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,9,16.83,83.79
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,11,9.92,129.58
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,15,14,266.55
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,12,17.21,187.56
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,11,16.54,120.34
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,15,10.47,214.35
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,13,16.73,214.76
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,20,10.09,176.2
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,7,9.67,83.16
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,16,12.99,202.24
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,15,15.12,198.75
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,20,12.74,276.2
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,6,10.07,101.7
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,19,16.63,227.24
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,18,16.89,246.78
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,16,10.55,141.6
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,7,10.95,92.33
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,6,12.65,85.26
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,18,12.51,221.94
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,16,16.05,178.72
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,5,9.8,51.7
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,7,11.59,61.74
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,7,15.86,120.89
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,8,8.71,67.04
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,11,11.34,162.25
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,13,11.03,210.08
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,13,9.91,182.52
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,9,17.98,139.68
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,13,8.09,142.87
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,16,15.83,192.64
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,17,16.22,264.86
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,5,12.72,65.65
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,9,16.65,92.52
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,11,12.74,144.76
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,19,15.23,239.59
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,7,11.13,69.16
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,18,10.1,225
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,5,11.75,68.9
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,14,17.43,113.4
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,16,11.4,195.04
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,17,15.63,253.47
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,15,13.87,205.2
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,6,17.22,57.24
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,15,13.68,239.85
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,17,17.8,170.68
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,17,8.64,201.62
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,20,9.09,274
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,14,8.93,126.56
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,10,8.32,148.9
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,20,8.27,199.8
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,17,10.84,175.61
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,7,12.55,81.83
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,5,9.72,83
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,17,9.57,154.87
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,18,12.78,156.42
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,11,9.3,110.66
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,20,9.59,275
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,14,13.87,182.28
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,19,10.75,153.33
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,19,8.64,227.81
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,12,13.26,205.2
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,20,12.6,275.2
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,7,10.88,117.67
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,19,11.47,312.17
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,14,11.91,227.22
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,10,12.15,98
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,18,12.58,307.98
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,10,14.99,89.6
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,6,10.4,100.26
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,13,16.83,173.94
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,7,14.98,106.54
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,20,12.11,312.4
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,8,17.95,70.16
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,8,13.04,126.4
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,19,9.65,191.33
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,6,12.62,52.38
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,19,11.81,293.74
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,11,11.97,89.21
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,8,15.09,74.88
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,19,12.85,164.92
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,12,15.14,148.56
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,20,16.2,328.4
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,10,16.38,140.7
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,14,9.24,215.74
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,10,8.78,156.4
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,13,9.53,150.54
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,6,16.93,79.92
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,19,14.97,311.03
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,8,11.91,88.64
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,5,8.49,58.85
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,11,17.29,129.25
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,12,10,97.92
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,5,11.37,49.6
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,7,10.21,117.74
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,10,15.24,84.4
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,8,16.16,89.84
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,11,14.25,190.74
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,17,17.39,156.57
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,8,11.57,77.92
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,17,14.54,138.04
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,11,12.59,95.26
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,13,14.5,151.97
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,7,16.85,84.77
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,20,17.83,180.4
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,10,10.52,89.5
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,15,17.81,224.4
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,9,11.32,129.15
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,15,17.78,219.9
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,7,11.35,98.63
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,19,11.82,273.79
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,5,10.33,70.8
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,8,11.09,123.04
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,12,14.2,103.2
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,20,10.97,190.4
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,11,14.42,114.18
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,19,15.39,214.51
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,15,14.44,234
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,18,14.48,195.84
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,5,10.29,76.65
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,12,10.06,102.48
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,12,16.01,179.52
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,12,14.08,141.72
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,10,12.42,80.6
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,20,8.7,198.4
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,9,17.38,83.34
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,11,10.36,96.58
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,19,11.11,289.18
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,12,12.24,168.72
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,14,13.76,247.52
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,11,10.72,173.91
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,7,17.51,81.2
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,10,12.71,122.3
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,18,15.6,291.6
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,20,8.2,236.2
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,7,15.59,120.54
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,9,13.53,87.84
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,17,12.64,213.18
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,20,8.72,187.4
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,20,9.96,343.2
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,5,8.13,65.05
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,16,12.91,276.16
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,17,17.7,199.41
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,20,11.08,357.6
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,18,16.85,322.56
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,8,11.85,109.28
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,11,15.63,193.27
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,16,13.1,206.24
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,16,14.96,232.16
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,18,15.36,187.56
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,16,14.31,236.16
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,9,10.61,112.95
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,9,10.54,126.18
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,10,8.12,157.1
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,17,11.98,235.62
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,7,13.19,69.23
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,10,16.3,105.3
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,14,13.01,186.62
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,17,13.86,260.78
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,7,9.09,96.11
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,16,16.14,171.04
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,11,17.3,131.78
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,5,17.87,80.8
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,5,8.97,78.7
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,18,13.25,261.9
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,18,9.71,211.5
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,9,9.98,88.38
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,8,12.51,129.12
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,11,8.59,108.13
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,11,10.59,187.22
