date,restaurant_id,ingredient_id,ingredient_name,quantity,total_cost,via_zeemart
YYYY-00-DD 00:00:SS,25,4,Broccoli,1.84,26.09,TRUE
YYYY-00-DD 00:00:SS,25,13,Lettuce,2.73,42.15,FALSE
YYYY-00-DD 00:00:SS,25,16,Onions,4.62,91.85,FALSE
YYYY-00-DD 00:00:SS,25,16,Onions,1.1,21.47,TRUE
YYYY-00-DD 00:00:SS,25,8,Chili Paste,3.49,82.24,TRUE
YYYY-00-DD 00:00:SS,25,9,Noodles,2.24,22.39,TRUE
YYYY-00-DD 00:00:SS,26,2,Basmati Rice,2.36,16.7,TRUE
YYYY-00-DD 00:00:SS,26,11,Ginger,1.23,14.41,TRUE
YYYY-00-DD 00:00:SS,26,11,Ginger,1.89,22.29,TRUE
YYYY-00-DD 00:00:SS,26,15,Olive Oil,1.69,42.34,TRUE
YYYY-00-DD 00:00:SS,26,9,Noodles,1.89,18.43,FALSE
YYYY-00-DD 00:00:SS,26,9,Noodles,4.5,47.45,TRUE
YYYY-00-DD 00:00:SS,27,11,Ginger,2.61,29.9,TRUE
YYYY-00-DD 00:00:SS,27,2,Basmati Rice,3.23,23.24,TRUE
YYYY-00-DD 00:00:SS,27,14,Coriander,2.26,19.71,TRUE
YYYY-00-DD 00:00:SS,27,6,Tofu,2.94,43.17,TRUE
YYYY-00-DD 00:00:SS,28,4,Broccoli,4.57,60.96,FALSE
YYYY-00-DD 00:00:SS,28,20,Cheddar Cheese,1.6,37.79,TRUE
YYYY-00-DD 00:00:SS,28,5,Salmon Fillet,3.63,26.18,TRUE
YYYY-00-DD 00:00:SS,28,1,Chicken Breast,2.56,29.66,FALSE
YYYY-00-DD 00:00:SS,28,1,Chicken Breast,1.99,22.44,FALSE
YYYY-00-DD 00:00:SS,28,3,Coconut Milk,3.96,73.59,FALSE
YYYY-00-DD 00:00:SS,28,11,Ginger,4.75,54.6,FALSE
YYYY-00-DD 00:00:SS,28,18,Beef Strips,2.83,65.26,TRUE
YYYY-00-DD 00:00:SS,29,17,Bell Peppers,3.77,90.52,TRUE
YYYY-00-DD 00:00:SS,29,18,Beef Strips,4.51,101.8,TRUE
YYYY-00-DD 00:00:SS,29,6,Tofu,2.2,31.84,FALSE
YYYY-00-DD 00:00:SS,30,8,Chili Paste,1.15,25.45,TRUE
YYYY-00-DD 00:00:SS,30,6,Tofu,4.48,67.94,FALSE
YYYY-00-DD 00:00:SS,30,11,Ginger,3.64,41.35,TRUE
YYYY-00-DD 00:00:SS,30,18,Beef Strips,4.4,100.56,FALSE
YYYY-00-DD 00:00:SS,30,1,Chicken Breast,4.48,48.98,TRUE
YYYY-00-DD 00:00:SS,30,1,Chicken Breast,4.71,53.27,FALSE
YYYY-00-DD 00:00:SS,1,4,Broccoli,2.03,28.19,TRUE
YYYY-00-DD 00:00:SS,1,16,Onions,3.13,61.84,TRUE
YYYY-00-DD 00:00:SS,1,10,Garlic,3.36,60.18,TRUE
YYYY-00-DD 00:00:SS,1,8,Chili Paste,1.21,29.32,TRUE
YYYY-00-DD 00:00:SS,1,8,Chili Paste,3.57,85.91,TRUE
YYYY-00-DD 00:00:SS,1,4,Broccoli,3.7,50.33,FALSE
YYYY-00-DD 00:00:SS,1,13,Lettuce,3.05,49.44,TRUE
YYYY-00-DD 00:00:SS,2,9,Noodles,4.84,48.06,FALSE
YYYY-00-DD 00:00:SS,2,3,Coconut Milk,4.5,87.62,TRUE
YYYY-00-DD 00:00:SS,2,14,Coriander,3.68,33.4,TRUE
YYYY-00-DD 00:00:SS,2,18,Beef Strips,2.59,62,TRUE
YYYY-00-DD 00:00:SS,3,4,Broccoli,3.81,50.17,FALSE
YYYY-00-DD 00:00:SS,3,13,Lettuce,4.63,73.64,TRUE
YYYY-00-DD 00:00:SS,3,20,Cheddar Cheese,2.84,67.01,FALSE
YYYY-00-DD 00:00:SS,3,11,Ginger,1.6,17.91,TRUE
YYYY-00-DD 00:00:SS,4,1,Chicken Breast,4.32,45.59,TRUE
YYYY-00-DD 00:00:SS,4,15,Olive Oil,2.09,48.44,TRUE
YYYY-00-DD 00:00:SS,4,9,Noodles,2.66,27.7,FALSE
YYYY-00-DD 00:00:SS,4,19,Mushrooms,4.2,74.4,TRUE
YYYY-00-DD 00:00:SS,4,10,Garlic,3.43,61.06,TRUE
YYYY-00-DD 00:00:SS,4,8,Chili Paste,4.7,111.99,FALSE
YYYY-00-DD 00:00:SS,4,18,Beef Strips,3.3,77.05,TRUE
YYYY-00-DD 00:00:SS,4,10,Garlic,4.7,87.6,FALSE
YYYY-00-DD 00:00:SS,5,17,Bell Peppers,2.47,60.01,TRUE
YYYY-00-DD 00:00:SS,5,1,Chicken Breast,1.16,12.72,FALSE
YYYY-00-DD 00:00:SS,5,13,Lettuce,2.63,40.5,FALSE
YYYY-00-DD 00:00:SS,5,18,Beef Strips,1.09,24.05,FALSE
YYYY-00-DD 00:00:SS,5,15,Olive Oil,3.62,90.96,TRUE
YYYY-00-DD 00:00:SS,5,1,Chicken Breast,4.95,54.05,TRUE
YYYY-00-DD 00:00:SS,5,8,Chili Paste,3.4,82.29,TRUE
YYYY-00-DD 00:00:SS,6,19,Mushrooms,1.67,28.94,TRUE
YYYY-00-DD 00:00:SS,6,10,Garlic,4.02,70.35,TRUE
YYYY-00-DD 00:00:SS,6,3,Coconut Milk,4.44,85.54,TRUE
YYYY-00-DD 00:00:SS,6,6,Tofu,1.13,16.15,TRUE
YYYY-00-DD 00:00:SS,6,16,Onions,1.2,24.19,TRUE
YYYY-00-DD 00:00:SS,6,3,Coconut Milk,3.04,56.97,TRUE
YYYY-00-DD 00:00:SS,7,16,Onions,2.07,44.18,TRUE
YYYY-00-DD 00:00:SS,7,19,Mushrooms,2.47,39.99,FALSE
YYYY-00-DD 00:00:SS,7,2,Basmati Rice,2.2,15.34,FALSE
YYYY-00-DD 00:00:SS,7,9,Noodles,2.63,26.17,TRUE
YYYY-00-DD 00:00:SS,7,11,Ginger,1.53,17.73,FALSE
YYYY-00-DD 00:00:SS,7,2,Basmati Rice,4.98,34.02,TRUE
YYYY-00-DD 00:00:SS,7,19,Mushrooms,2.53,43.42,TRUE
YYYY-00-DD 00:00:SS,8,9,Noodles,3.87,38.97,TRUE
YYYY-00-DD 00:00:SS,8,18,Beef Strips,4.62,106.43,FALSE
YYYY-00-DD 00:00:SS,8,18,Beef Strips,2.8,65.06,TRUE
YYYY-00-DD 00:00:SS,9,8,Chili Paste,4.81,114.83,TRUE
YYYY-00-DD 00:00:SS,9,16,Onions,1.16,23.38,TRUE
YYYY-00-DD 00:00:SS,9,3,Coconut Milk,2.88,52.8,FALSE
YYYY-00-DD 00:00:SS,9,14,Coriander,3.8,34.14,TRUE
YYYY-00-DD 00:00:SS,9,13,Lettuce,3.93,65.67,TRUE
YYYY-00-DD 00:00:SS,9,1,Chicken Breast,2.09,24.05,TRUE
YYYY-00-DD 00:00:SS,9,4,Broccoli,4.07,55.39,TRUE
YYYY-00-DD 00:00:SS,9,15,Olive Oil,3.94,92.29,FALSE
YYYY-00-DD 00:00:SS,10,2,Basmati Rice,4.16,29.01,FALSE
YYYY-00-DD 00:00:SS,10,16,Onions,2.17,45.18,TRUE
YYYY-00-DD 00:00:SS,10,17,Bell Peppers,3.57,82.46,TRUE
YYYY-00-DD 00:00:SS,11,18,Beef Strips,1.12,25.48,TRUE
YYYY-00-DD 00:00:SS,11,1,Chicken Breast,3.28,37.75,TRUE
YYYY-00-DD 00:00:SS,11,14,Coriander,4.71,41.1,FALSE
YYYY-00-DD 00:00:SS,11,9,Noodles,4.02,40.68,TRUE
YYYY-00-DD 00:00:SS,11,20,Cheddar Cheese,3.98,90.54,FALSE
YYYY-00-DD 00:00:SS,11,19,Mushrooms,2.48,42.63,TRUE
YYYY-00-DD 00:00:SS,11,5,Salmon Fillet,1.07,8.14,TRUE
YYYY-00-DD 00:00:SS,11,7,Soy Sauce,4.34,24.45,FALSE
YYYY-00-DD 00:00:SS,12,12,Tomatoes,2.79,44.48,TRUE
YYYY-00-DD 00:00:SS,12,9,Noodles,4.1,40.85,TRUE
YYYY-00-DD 00:00:SS,12,7,Soy Sauce,2.3,13.32,FALSE
YYYY-00-DD 00:00:SS,12,5,Salmon Fillet,3.25,23.36,TRUE
YYYY-00-DD 00:00:SS,12,16,Onions,2.24,47.76,TRUE
YYYY-00-DD 00:00:SS,12,14,Coriander,3.75,34.21,TRUE
YYYY-00-DD 00:00:SS,12,16,Onions,4.07,87.12,TRUE
YYYY-00-DD 00:00:SS,12,1,Chicken Breast,1.86,21.19,TRUE
YYYY-00-DD 00:00:SS,13,7,Soy Sauce,1.08,6.25,TRUE
YYYY-00-DD 00:00:SS,13,18,Beef Strips,2.88,64.94,TRUE
YYYY-00-DD 00:00:SS,13,4,Broccoli,4.45,63.59,TRUE
YYYY-00-DD 00:00:SS,13,15,Olive Oil,1.09,26.88,TRUE
YYYY-00-DD 00:00:SS,14,12,Tomatoes,2.47,37.72,TRUE
YYYY-00-DD 00:00:SS,14,8,Chili Paste,4.33,98.5,TRUE
YYYY-00-DD 00:00:SS,14,1,Chicken Breast,4.77,51.2,FALSE
YYYY-00-DD 00:00:SS,15,10,Garlic,3.65,67.76,FALSE
YYYY-00-DD 00:00:SS,15,14,Coriander,2.01,17.18,TRUE
YYYY-00-DD 00:00:SS,15,10,Garlic,4.34,81.28,TRUE
YYYY-00-DD 00:00:SS,15,13,Lettuce,2.32,37.08,FALSE
YYYY-00-DD 00:00:SS,15,18,Beef Strips,1.25,27.79,TRUE
YYYY-00-DD 00:00:SS,16,7,Soy Sauce,2.94,16.04,TRUE
YYYY-00-DD 00:00:SS,16,5,Salmon Fillet,4.37,33.22,TRUE
YYYY-00-DD 00:00:SS,16,7,Soy Sauce,4.77,27.67,TRUE
YYYY-00-DD 00:00:SS,16,9,Noodles,4.76,48.72,TRUE
YYYY-00-DD 00:00:SS,16,5,Salmon Fillet,3.4,26.5,FALSE
YYYY-00-DD 00:00:SS,16,19,Mushrooms,3.57,57.71,TRUE
YYYY-00-DD 00:00:SS,16,13,Lettuce,3.9,64.65,TRUE
YYYY-00-DD 00:00:SS,16,19,Mushrooms,4.18,71.49,TRUE
YYYY-00-DD 00:00:SS,17,20,Cheddar Cheese,3.69,90.73,TRUE
YYYY-00-DD 00:00:SS,17,16,Onions,1.36,28.35,TRUE
YYYY-00-DD 00:00:SS,17,1,Chicken Breast,2.13,23.95,FALSE
YYYY-00-DD 00:00:SS,17,7,Soy Sauce,3.43,18.84,TRUE
YYYY-00-DD 00:00:SS,17,20,Cheddar Cheese,1.83,43.42,TRUE
YYYY-00-DD 00:00:SS,17,6,Tofu,1.51,21.97,TRUE
YYYY-00-DD 00:00:SS,17,1,Chicken Breast,4.34,47.3,TRUE
YYYY-00-DD 00:00:SS,17,2,Basmati Rice,2.95,21.41,TRUE
YYYY-00-DD 00:00:SS,18,14,Coriander,1.91,16.43,TRUE
YYYY-00-DD 00:00:SS,18,11,Ginger,3.43,39.5,TRUE
YYYY-00-DD 00:00:SS,18,4,Broccoli,4.61,66.26,TRUE
YYYY-00-DD 00:00:SS,18,13,Lettuce,4.11,63.69,TRUE
YYYY-00-DD 00:00:SS,18,13,Lettuce,1.1,17.32,FALSE
YYYY-00-DD 00:00:SS,18,12,Tomatoes,1.57,24.69,TRUE
YYYY-00-DD 00:00:SS,19,11,Ginger,3.64,39.01,TRUE
YYYY-00-DD 00:00:SS,19,20,Cheddar Cheese,4.35,99.4,FALSE
YYYY-00-DD 00:00:SS,19,6,Tofu,2.73,41.36,FALSE
YYYY-00-DD 00:00:SS,19,9,Noodles,2.72,27.53,FALSE
YYYY-00-DD 00:00:SS,19,14,Coriander,1.26,10.85,TRUE
YYYY-00-DD 00:00:SS,19,16,Onions,4.06,86.69,TRUE
YYYY-00-DD 00:00:SS,19,9,Noodles,2.65,26.77,TRUE
YYYY-00-DD 00:00:SS,20,14,Coriander,3.81,34.61,TRUE
YYYY-00-DD 00:00:SS,20,6,Tofu,2.07,30.66,TRUE
YYYY-00-DD 00:00:SS,20,12,Tomatoes,4.18,65.08,FALSE
YYYY-00-DD 00:00:SS,20,12,Tomatoes,1.44,22.46,FALSE
YYYY-00-DD 00:00:SS,20,7,Soy Sauce,1.75,9.97,TRUE
YYYY-00-DD 00:00:SS,20,7,Soy Sauce,3.12,18.42,TRUE
YYYY-00-DD 00:00:SS,20,6,Tofu,2.85,41.53,FALSE
YYYY-00-DD 00:00:SS,21,7,Soy Sauce,1.92,11.33,TRUE
YYYY-00-DD 00:00:SS,21,17,Bell Peppers,1.68,39.67,TRUE
YYYY-00-DD 00:00:SS,21,19,Mushrooms,1.75,30.49,TRUE
YYYY-00-DD 00:00:SS,22,12,Tomatoes,2.9,44,FALSE
YYYY-00-DD 00:00:SS,22,17,Bell Peppers,2.44,60.09,FALSE
YYYY-00-DD 00:00:SS,22,20,Cheddar Cheese,3.22,77.12,TRUE
YYYY-00-DD 00:00:SS,23,9,Noodles,4.59,48.6,TRUE
YYYY-00-DD 00:00:SS,23,13,Lettuce,2.31,38.46,TRUE
YYYY-00-DD 00:00:SS,23,9,Noodles,1.1,11.06,TRUE
YYYY-00-DD 00:00:SS,23,2,Basmati Rice,4.58,31.11,FALSE
YYYY-00-DD 00:00:SS,23,1,Chicken Breast,2.09,22.72,FALSE
YYYY-00-DD 00:00:SS,23,16,Onions,3.45,70.29,FALSE
YYYY-00-DD 00:00:SS,23,15,Olive Oil,3.91,99.13,TRUE
YYYY-00-DD 00:00:SS,23,16,Onions,3.7,73.61,FALSE
YYYY-00-DD 00:00:SS,24,18,Beef Strips,4.73,105.77,FALSE
YYYY-00-DD 00:00:SS,24,2,Basmati Rice,1.6,10.66,TRUE
YYYY-00-DD 00:00:SS,24,20,Cheddar Cheese,3.25,73.24,FALSE
YYYY-00-DD 00:00:SS,24,5,Salmon Fillet,1.56,11.37,FALSE
YYYY-00-DD 00:00:SS,24,6,Tofu,2.13,32.07,FALSE
YYYY-00-DD 00:00:SS,24,5,Salmon Fillet,4.27,32.6,TRUE
YYYY-00-DD 00:00:SS,24,4,Broccoli,2.05,27.57,TRUE
YYYY-00-DD 00:00:SS,24,2,Basmati Rice,4.86,32.12,TRUE
YYYY-00-DD 00:00:SS,25,9,Noodles,4.52,44.63,FALSE
YYYY-00-DD 00:00:SS,25,7,Soy Sauce,4.79,26.83,TRUE
YYYY-00-DD 00:00:SS,25,1,Chicken Breast,2.76,31.24,TRUE
YYYY-00-DD 00:00:SS,25,11,Ginger,3.35,36.94,FALSE
YYYY-00-DD 00:00:SS,25,6,Tofu,3.22,49.08,FALSE
YYYY-00-DD 00:00:SS,25,19,Mushrooms,1.17,18.87,FALSE
YYYY-00-DD 00:00:SS,25,12,Tomatoes,2.83,41.98,TRUE
YYYY-00-DD 00:00:SS,26,13,Lettuce,3.66,56.64,TRUE
YYYY-00-DD 00:00:SS,26,2,Basmati Rice,2.73,18.4,TRUE
YYYY-00-DD 00:00:SS,26,17,Bell Peppers,3.19,72.98,TRUE
YYYY-00-DD 00:00:SS,26,9,Noodles,1.09,10.6,TRUE
YYYY-00-DD 00:00:SS,26,15,Olive Oil,4.82,113.35,TRUE
YYYY-00-DD 00:00:SS,26,20,Cheddar Cheese,3.83,85.9,TRUE
YYYY-00-DD 00:00:SS,26,17,Bell Peppers,1.43,34.05,TRUE
YYYY-00-DD 00:00:SS,26,1,Chicken Breast,2.86,33.15,TRUE
YYYY-00-DD 00:00:SS,27,12,Tomatoes,4.78,75.67,TRUE
YYYY-00-DD 00:00:SS,27,15,Olive Oil,3.41,82.8,TRUE
YYYY-00-DD 00:00:SS,27,3,Coconut Milk,2.42,47.23,TRUE
YYYY-00-DD 00:00:SS,27,15,Olive Oil,3.41,83.83,TRUE
YYYY-00-DD 00:00:SS,27,3,Coconut Milk,1.93,34.42,TRUE
YYYY-00-DD 00:00:SS,27,3,Coconut Milk,4.78,87.63,TRUE
YYYY-00-DD 00:00:SS,27,19,Mushrooms,2.77,45.17,TRUE
YYYY-00-DD 00:00:SS,28,6,Tofu,4.35,61.75,FALSE
YYYY-00-DD 00:00:SS,28,7,Soy Sauce,4.34,23.81,TRUE
YYYY-00-DD 00:00:SS,28,15,Olive Oil,4.55,113.52,TRUE
YYYY-00-DD 00:00:SS,29,8,Chili Paste,1.66,38.75,TRUE
YYYY-00-DD 00:00:SS,29,7,Soy Sauce,2.25,12.39,FALSE
YYYY-00-DD 00:00:SS,29,5,Salmon Fillet,4.44,32.71,TRUE
YYYY-00-DD 00:00:SS,29,13,Lettuce,2.59,39.9,FALSE
YYYY-00-DD 00:00:SS,29,6,Tofu,2.53,39.1,TRUE
YYYY-00-DD 00:00:SS,29,19,Mushrooms,2.45,43.43,TRUE
YYYY-00-DD 00:00:SS,29,8,Chili Paste,4.79,107.14,FALSE
YYYY-00-DD 00:00:SS,29,9,Noodles,1.71,18.04,FALSE
YYYY-00-DD 00:00:SS,30,10,Garlic,2.57,44.58,TRUE
YYYY-00-DD 00:00:SS,30,15,Olive Oil,2.1,51.72,TRUE
YYYY-00-DD 00:00:SS,30,16,Onions,4.2,82.94,TRUE
YYYY-00-DD 00:00:SS,30,12,Tomatoes,1.44,23.11,TRUE
YYYY-00-DD 00:00:SS,1,17,Bell Peppers,4,96.01,TRUE
YYYY-00-DD 00:00:SS,1,6,Tofu,4.08,60.36,TRUE
YYYY-00-DD 00:00:SS,1,19,Mushrooms,4.03,67.47,TRUE
YYYY-00-DD 00:00:SS,1,18,Beef Strips,1.98,46.38,TRUE
YYYY-00-DD 00:00:SS,1,14,Coriander,2.68,24.44,TRUE
YYYY-00-DD 00:00:SS,1,10,Garlic,2.4,45.65,TRUE
YYYY-00-DD 00:00:SS,1,17,Bell Peppers,4.73,109.62,TRUE
YYYY-00-DD 00:00:SS,1,9,Noodles,4.19,42.37,TRUE
YYYY-00-DD 00:00:SS,2,9,Noodles,4.67,47.3,TRUE
YYYY-00-DD 00:00:SS,2,9,Noodles,3.98,40.38,TRUE
YYYY-00-DD 00:00:SS,2,4,Broccoli,1.91,25.57,TRUE
YYYY-00-DD 00:00:SS,2,6,Tofu,2.7,41.26,TRUE
YYYY-00-DD 00:00:SS,3,19,Mushrooms,3.42,59.1,TRUE
YYYY-00-DD 00:00:SS,3,19,Mushrooms,2.13,36.06,TRUE
YYYY-00-DD 00:00:SS,3,19,Mushrooms,1.18,20.65,FALSE
YYYY-00-DD 00:00:SS,3,11,Ginger,4.96,55.18,FALSE
YYYY-00-DD 00:00:SS,3,12,Tomatoes,1.04,15.49,FALSE
YYYY-00-DD 00:00:SS,3,1,Chicken Breast,3.61,40.48,TRUE
YYYY-00-DD 00:00:SS,4,11,Ginger,4.15,45.46,TRUE
YYYY-00-DD 00:00:SS,4,4,Broccoli,4.05,56.94,TRUE
YYYY-00-DD 00:00:SS,4,12,Tomatoes,2.29,35.43,TRUE
YYYY-00-DD 00:00:SS,4,15,Olive Oil,1.59,38.6,TRUE
YYYY-00-DD 00:00:SS,4,1,Chicken Breast,4.52,49.73,TRUE
YYYY-00-DD 00:00:SS,4,20,Cheddar Cheese,4.36,103.12,TRUE
YYYY-00-DD 00:00:SS,5,14,Coriander,1.77,15.52,FALSE
YYYY-00-DD 00:00:SS,5,16,Onions,3.02,61.28,FALSE
YYYY-00-DD 00:00:SS,5,9,Noodles,1.48,14.94,FALSE
YYYY-00-DD 00:00:SS,5,20,Cheddar Cheese,1.29,29.02,TRUE
YYYY-00-DD 00:00:SS,5,13,Lettuce,2.66,41.55,TRUE
YYYY-00-DD 00:00:SS,5,8,Chili Paste,4.7,107.64,FALSE
YYYY-00-DD 00:00:SS,5,17,Bell Peppers,4.03,96.16,TRUE
YYYY-00-DD 00:00:SS,6,9,Noodles,3.82,37.95,FALSE
YYYY-00-DD 00:00:SS,6,13,Lettuce,4.77,76.21,TRUE
YYYY-00-DD 00:00:SS,6,6,Tofu,4.33,63.65,TRUE
YYYY-00-DD 00:00:SS,6,10,Garlic,1.4,25.99,FALSE
YYYY-00-DD 00:00:SS,6,17,Bell Peppers,1.03,24.44,TRUE
YYYY-00-DD 00:00:SS,6,19,Mushrooms,1.77,30.4,FALSE
YYYY-00-DD 00:00:SS,7,11,Ginger,4.92,55.05,FALSE
YYYY-00-DD 00:00:SS,7,2,Basmati Rice,4.27,29.7,FALSE
YYYY-00-DD 00:00:SS,7,10,Garlic,2.98,56.73,FALSE
YYYY-00-DD 00:00:SS,7,5,Salmon Fillet,4.56,34.9,FALSE
YYYY-00-DD 00:00:SS,8,13,Lettuce,2.19,35.04,TRUE
YYYY-00-DD 00:00:SS,8,1,Chicken Breast,1.9,20.95,TRUE
YYYY-00-DD 00:00:SS,8,7,Soy Sauce,2.94,17.28,FALSE
YYYY-00-DD 00:00:SS,8,10,Garlic,4.58,82.87,TRUE
YYYY-00-DD 00:00:SS,8,6,Tofu,1.07,16.52,TRUE
YYYY-00-DD 00:00:SS,8,7,Soy Sauce,1.7,9.79,TRUE
YYYY-00-DD 00:00:SS,9,8,Chili Paste,1.1,25.25,TRUE
YYYY-00-DD 00:00:SS,9,18,Beef Strips,4.94,108.61,FALSE
YYYY-00-DD 00:00:SS,9,12,Tomatoes,2.69,40.63,TRUE
YYYY-00-DD 00:00:SS,9,6,Tofu,4.62,71.38,TRUE
YYYY-00-DD 00:00:SS,9,16,Onions,1.95,38.3,TRUE
YYYY-00-DD 00:00:SS,9,13,Lettuce,3.51,55,TRUE
YYYY-00-DD 00:00:SS,9,16,Onions,3.69,72.11,TRUE
YYYY-00-DD 00:00:SS,9,15,Olive Oil,1.53,38.01,FALSE
YYYY-00-DD 00:00:SS,10,13,Lettuce,1.85,30.52,TRUE
YYYY-00-DD 00:00:SS,10,5,Salmon Fillet,1.23,8.89,TRUE
YYYY-00-DD 00:00:SS,10,11,Ginger,4.99,55.66,FALSE
YYYY-00-DD 00:00:SS,11,14,Coriander,3.81,32.1,TRUE
YYYY-00-DD 00:00:SS,11,18,Beef Strips,3.44,80.56,TRUE
YYYY-00-DD 00:00:SS,11,16,Onions,2.26,47.85,TRUE
YYYY-00-DD 00:00:SS,11,19,Mushrooms,3.41,57.19,TRUE
YYYY-00-DD 00:00:SS,11,20,Cheddar Cheese,3.23,76.29,TRUE
YYYY-00-DD 00:00:SS,11,8,Chili Paste,1.66,38.12,TRUE
YYYY-00-DD 00:00:SS,11,11,Ginger,2.37,26.35,TRUE
YYYY-00-DD 00:00:SS,11,1,Chicken Breast,4.04,44.73,TRUE
YYYY-00-DD 00:00:SS,12,3,Coconut Milk,4.76,87.08,TRUE
YYYY-00-DD 00:00:SS,12,5,Salmon Fillet,2.66,20.36,TRUE
YYYY-00-DD 00:00:SS,12,2,Basmati Rice,3.18,22.2,TRUE
YYYY-00-DD 00:00:SS,12,14,Coriander,1.21,10.42,TRUE
YYYY-00-DD 00:00:SS,12,13,Lettuce,2.08,34.79,TRUE
YYYY-00-DD 00:00:SS,12,14,Coriander,2.23,20.15,TRUE
YYYY-00-DD 00:00:SS,13,13,Lettuce,3.7,58,TRUE
YYYY-00-DD 00:00:SS,13,16,Onions,3.17,67.2,TRUE
YYYY-00-DD 00:00:SS,13,14,Coriander,4.53,38.07,TRUE
YYYY-00-DD 00:00:SS,13,13,Lettuce,2.36,36.98,TRUE
YYYY-00-DD 00:00:SS,13,4,Broccoli,1.17,16.3,TRUE
YYYY-00-DD 00:00:SS,14,12,Tomatoes,4.42,67.26,TRUE
YYYY-00-DD 00:00:SS,14,4,Broccoli,3.96,55.35,TRUE
YYYY-00-DD 00:00:SS,14,13,Lettuce,2.5,38.4,FALSE
YYYY-00-DD 00:00:SS,15,6,Tofu,3.84,59.24,TRUE
YYYY-00-DD 00:00:SS,15,19,Mushrooms,3.74,60.37,TRUE
YYYY-00-DD 00:00:SS,15,15,Olive Oil,1.86,43.41,TRUE
YYYY-00-DD 00:00:SS,16,13,Lettuce,3.28,53.59,TRUE
YYYY-00-DD 00:00:SS,16,2,Basmati Rice,1.44,10.35,TRUE
YYYY-00-DD 00:00:SS,16,9,Noodles,3.22,33.4,FALSE
YYYY-00-DD 00:00:SS,16,4,Broccoli,4.89,64.67,TRUE
YYYY-00-DD 00:00:SS,16,15,Olive Oil,4.6,108,TRUE
YYYY-00-DD 00:00:SS,16,16,Onions,2.57,54.54,FALSE
YYYY-00-DD 00:00:SS,16,18,Beef Strips,4.63,106.09,FALSE
YYYY-00-DD 00:00:SS,16,4,Broccoli,3.38,47.61,FALSE
YYYY-00-DD 00:00:SS,17,18,Beef Strips,4.33,95.4,FALSE
YYYY-00-DD 00:00:SS,17,3,Coconut Milk,4.24,79.05,TRUE
YYYY-00-DD 00:00:SS,17,11,Ginger,2.8,31.2,FALSE
YYYY-00-DD 00:00:SS,17,19,Mushrooms,3.04,53.85,TRUE
YYYY-00-DD 00:00:SS,17,17,Bell Peppers,3.19,79.33,FALSE
YYYY-00-DD 00:00:SS,17,15,Olive Oil,1.72,42.89,TRUE
YYYY-00-DD 00:00:SS,18,10,Garlic,4.25,78.95,TRUE
YYYY-00-DD 00:00:SS,18,16,Onions,3.43,70.77,TRUE
YYYY-00-DD 00:00:SS,18,2,Basmati Rice,4.44,31.85,FALSE
YYYY-00-DD 00:00:SS,18,12,Tomatoes,1.49,23.75,TRUE
YYYY-00-DD 00:00:SS,18,11,Ginger,2.66,29.14,TRUE
YYYY-00-DD 00:00:SS,18,1,Chicken Breast,4.48,49.35,TRUE
YYYY-00-DD 00:00:SS,19,10,Garlic,4.23,75.37,TRUE
YYYY-00-DD 00:00:SS,19,1,Chicken Breast,1.02,11.31,TRUE
YYYY-00-DD 00:00:SS,19,10,Garlic,1.4,26.2,TRUE
YYYY-00-DD 00:00:SS,19,20,Cheddar Cheese,2.1,48.95,TRUE
YYYY-00-DD 00:00:SS,20,2,Basmati Rice,1.35,9.18,TRUE
YYYY-00-DD 00:00:SS,20,13,Lettuce,4.13,63.5,TRUE
YYYY-00-DD 00:00:SS,20,3,Coconut Milk,3.59,69.86,TRUE
YYYY-00-DD 00:00:SS,20,5,Salmon Fillet,3.72,28.54,FALSE
YYYY-00-DD 00:00:SS,20,16,Onions,1.44,28.78,TRUE
YYYY-00-DD 00:00:SS,20,9,Noodles,4.58,47.63,TRUE
YYYY-00-DD 00:00:SS,20,15,Olive Oil,3.56,88.25,TRUE
YYYY-00-DD 00:00:SS,20,8,Chili Paste,2.66,58.88,FALSE
YYYY-00-DD 00:00:SS,21,17,Bell Peppers,4.14,100.25,TRUE
YYYY-00-DD 00:00:SS,21,2,Basmati Rice,2.89,20.89,TRUE
YYYY-00-DD 00:00:SS,21,12,Tomatoes,2.34,35.29,TRUE
YYYY-00-DD 00:00:SS,21,20,Cheddar Cheese,4.49,108.37,FALSE
YYYY-00-DD 00:00:SS,21,4,Broccoli,3.06,40.67,TRUE
YYYY-00-DD 00:00:SS,21,3,Coconut Milk,1.86,35.29,TRUE
YYYY-00-DD 00:00:SS,21,10,Garlic,2.54,47.91,TRUE
YYYY-00-DD 00:00:SS,21,1,Chicken Breast,4.8,54.86,TRUE
YYYY-00-DD 00:00:SS,22,9,Noodles,2.51,26.29,FALSE
YYYY-00-DD 00:00:SS,22,3,Coconut Milk,2.41,43.52,FALSE
YYYY-00-DD 00:00:SS,22,14,Coriander,1.13,9.72,FALSE
YYYY-00-DD 00:00:SS,22,7,Soy Sauce,4.61,25.55,TRUE
YYYY-00-DD 00:00:SS,22,10,Garlic,1.83,34.97,TRUE
YYYY-00-DD 00:00:SS,22,18,Beef Strips,1.1,25.91,FALSE
YYYY-00-DD 00:00:SS,22,8,Chili Paste,2.29,50.65,TRUE
YYYY-00-DD 00:00:SS,22,2,Basmati Rice,4.67,31.29,TRUE
